step,code_acc,code_acc_acc,case_acc,case_acc_acc,p_01,p_00,bon_4_4_acc,bon_4_4_acc_acc,bon_16_16_acc,bon_16_16_acc_acc,mean_code_len,mean_case_len,code_reward_mean,code_reward_std,case_reward_mean,case_reward_std
23,0.2195791547277937,0.2766329657973958,0.42402220630372495,0.43552582949213076,0.40532472937225844,0.017832430046841607,0.2539541547277937,0.32106887671829093,0.3039541547277937,0.39068912988284793,677.3763968481376,725.720496060172,0.2836541547277937,0.422,0.2583951289398281,0.3833
24,0.20412607449856734,0.3242514326647564,0.26992450958783337,0.41175143266475644,0.2816783884692194,0.06453302873073638,0.3541260744985673,0.4110637535816619,0.40412607449856736,0.4923137535816619,582.3461586676217,721.5084795845272,0.3228260744985673,0.4151,0.15943839541547278,0.4045
25,0.20117299426934096,0.26912351616864505,0.6203139923591213,0.6704131987083276,0.526432664756447,0.028583972640724646,0.20429799426934098,0.27774159937483717,0.25429799426934097,0.35566367729691506,639.612795487106,708.2870881088825,0.25779799426934097,0.3942,0.42898166189111747,0.4702
26,0.16071991404011463,0.2465848853868195,0.3434598853868195,0.36595988538681945,0.29417289817597314,0.016195277646802717,0.20446991404011464,0.3114648997134671,0.15446991404011462,0.32396489971346704,673.5325573065903,772.9625716332379,0.24506991404011463,0.3797,0.22942492836676218,0.4077
27,0.36089183381088824,0.46673598674785105,0.2465737271324664,0.2331627959583773,0.27404085120174426,0.059579644596348284,0.45464183381088824,0.5554154727793696,0.3546418338108882,0.5366654727793696,590.1866941260745,765.6443051575932,0.46514183381088825,0.4542,0.07436819484240687,0.4857
28,0.2048137535816619,0.3161839631088825,0.3564183381088825,0.35798083810888254,0.4410739045935556,0.08293062094423816,0.15481375358166188,0.3243660458452722,0.2048137535816619,0.3681160458452722,613.6470809455587,722.2916636819484,0.31461375358166194,0.4219,0.1438114613180516,0.4647
29,0.2924856733524355,0.37930381446991407,0.31914756446991405,0.40746278186121837,0.25304310658709167,0.019763741618473427,0.3549856733524355,0.4245666189111748,0.40498567335243557,0.5370666189111748,631.060592765043,662.2733972063038,0.3776856733524355,0.4455,0.22605472779369626,0.4027
30,0.22390759312320918,0.28031429083094556,0.22562679083094556,0.18634107654523124,0.5482779021611777,0.012177229676566897,0.2051575931232092,0.2622671919770773,0.2051575931232092,0.29976719197707735,631.4397295845272,736.908255730659,0.27855759312320916,0.4114,0.10739799426934098,0.3138
31,0.2272045128939828,0.36491851719197704,0.2508560171919771,0.35217643972718826,0.2910327026451017,0.08843058969547986,0.1553295128939828,0.38121776504297994,0.2553295128939828,0.43746776504297996,627.8188664040115,894.1931142550143,0.3631295128939828,0.4238,0.07464126074498567,0.4994
32,0.19925143266475645,0.3315539935530086,0.37340667212443707,0.5143916951659119,0.45326238231682353,0.07245845272206303,0.20550143266475646,0.3376683381088825,0.25550143266475644,0.41266833810888254,691.1386282234956,644.3904727793697,0.32970143266475643,0.3915,0.16038452722063037,0.5978
33,0.24004835243553008,0.32787696991404014,0.41034224769181793,0.4150644699140401,0.12152994366361153,0.1215015236964051,0.30567335243553007,0.3753689111747851,0.30567335243553007,0.5003689111747851,595.60214004298,611.1253313037249,0.32597335243553005,0.4402,0.30782779369627505,0.5146
34,0.10897027220630372,0.21326244627507163,0.23993655341792872,0.39794521142658673,0.4783635184083905,0.05562018586510068,0.10584527220630373,0.21306948424068767,0.15584527220630373,0.2693194842406877,716.9594018624642,719.2070648280802,0.21134527220630372,0.3571,0.06577106017191978,0.3121
35,0.20289219197707736,0.27833542263610317,0.31271042263610316,0.43262609723927775,0.4011473615603133,0.13061295682832513,0.20601719197707738,0.2820200573065903,0.25601719197707734,0.35702005730659025,612.3229136819484,711.6262983524356,0.2763171919770773,0.3993,0.03471432664756447,0.6136
36,0.215564111747851,0.33754902399713466,0.19575214899713467,0.24332677586280627,0.335396370582617,0.029466302134998817,0.25618911174785103,0.3572206303724928,0.206189111747851,0.34472063037249284,673.0395505014326,691.7142818767909,0.335489111747851,0.4153,0.08025759312320917,0.3778
37,0.28761103151862466,0.3698095003581662,0.18556470869149946,0.2966758198026106,0.31773496177974087,0.0726563068464368,0.35636103151862464,0.48867120343839543,0.35636103151862464,0.48867120343839543,652.859312320917,793.4147654011462,0.36766103151862467,0.4411,-0.025699140401146132,0.4675
38,0.19715795128939828,0.2583199767191977,0.2934328239414199,0.3068663394241157,0.41504628313757425,0.17855488381163825,0.2565329512893983,0.34512177650429804,0.2565329512893983,0.351371776504298,661.2759491404012,698.2058739255015,0.2561329512893983,0.3966,0.09734412607449856,0.4845
39,0.2629548710601719,0.32768982808022923,0.44643982808022925,0.5020800719826682,0.2268726381794776,0.003482715863201427,0.2567048710601719,0.3140723495702006,0.3067048710601719,0.40157234957020055,630.4175859598854,673.7844824498568,0.3254048710601719,0.4301,0.3619873925501433,0.5731
40,0.22562679083094556,0.34979405444126077,0.3286134988857052,0.31720476872697506,0.22647362381182648,0.090789076067763,0.30687679083094554,0.48302292263610314,0.35687679083094553,0.5330229226361032,650.4810977793696,688.491215974212,0.34747679083094557,0.4253,0.13493065902578796,0.5471
41,0.1851737106017192,0.36603890580229226,0.26832685223086367,0.38659126325843257,0.4108002744259252,0.024977636452582268,0.2070487106017192,0.4394734957020058,0.10704871060171921,0.39572349570200577,629.7164845988539,641.7104494985674,0.36364871060171916,0.4114,0.17767392550143268,0.3906
42,0.2572206303724928,0.3170493821633238,0.29940023443605107,0.2682212571633238,0.14613157314710615,0.03994912802688234,0.3072206303724928,0.3396740687679083,0.40722063037249284,0.4584240687679083,641.8518714183381,729.3265580229227,0.3146206303724928,0.4251,0.23591719197707736,0.4324
43,0.24176755014326648,0.3375911085243553,0.2598567335243553,0.301523400191022,0.19701671256396813,0.011241783743737306,0.35739255014326643,0.4336246418338109,0.4073925501432665,0.5711246418338108,642.7278832378223,750.336416547278,0.33509255014326644,0.4228,0.13746045845272206,0.4986
44,0.27631446991404013,0.3311797098853868,0.20383595988538683,0.19831270407143334,0.26722737232428784,0.007209319861257677,0.40756446991404016,0.40882521489971346,0.3575644699140401,0.4025752148997135,607.6726450573067,744.7494000716333,0.32866446991404014,0.4421,0.04920372492836676,0.4841
45,0.19211138968481375,0.29273706124641835,0.24642629735752944,0.3694253557379438,0.5008952948781028,0.06273312811500124,0.15773638968481374,0.296525787965616,0.15773638968481374,0.34027578796561603,653.0361568767909,750.6905085959886,0.29013638968481376,0.4134,0.06894699140401146,0.3564
46,0.2797833094555874,0.36640378760744985,0.36471107927411656,0.4437340677798637,0.17237025448110577,0.1442358519844391,0.4079083094555874,0.47797636103151864,0.4079083094555874,0.4529763610315186,617.5215436962751,738.0753671203438,0.3638083094555874,0.4432,0.21729025787965617,0.5914
47,0.21745522922636104,0.27678926396848136,0.22327363896848137,0.3260721464311679,0.22328164503623796,0.057416773488161585,0.358080229226361,0.40317693409742117,0.358080229226361,0.42192693409742116,653.0694305157592,789.1258506446991,0.27408022922636105,0.4058,0.13003352435530086,0.4008
48,0.17700214899713468,0.2594403653295129,0.4610028653295129,0.522576939403587,0.15275071633237822,0.018803621112080057,0.20825214899713468,0.30962750716332377,0.15825214899713466,0.2596275071633238,620.9985673352436,610.6950841690544,0.2566521489971347,0.3716,0.21707679083094555,0.762
49,0.1552990687679083,0.2854508416905444,0.2681765361349888,0.3463384746692678,0.3645727288049891,0.025454480978183727,0.2584240687679083,0.3848280802292264,0.3084240687679083,0.4285780802292264,634.8339541547278,786.9924426934098,0.2826240687679083,0.3754,0.13102005730659025,0.4379
50,0.21484598853868195,0.2919300680515759,0.4132470323372902,0.483052227142485,0.45929686478260356,0.04516077682266789,0.3085959885386819,0.34752865329512894,0.25859598853868193,0.3412786532951289,665.7193409742121,690.511676217765,0.28909598853868196,0.4093,0.13276332378223493,0.5289
51,0.2181429083094556,0.3046592944126075,0.3185087262307893,0.4034815891887269,0.36103074421125997,0.026115274410403268,0.15876790830945559,0.24147922636103153,0.25876790830945556,0.36647922636103153,646.2422277936962,685.6340347421203,0.30176790830945555,0.4109,0.19990659025787966,0.3757
52,0.1526898280802292,0.20840414577363897,0.3065626279164961,0.32713716207798677,0.2631150778285448,0.06521866988387873,0.15893982808022922,0.2729297994269341,0.20893982808022923,0.2541797994269341,593.3057396131805,629.6345182664757,0.20543982808022923,0.3619,0.21414985673352435,0.4384
53,0.20598674785100285,0.2652739971346705,0.2308989971346705,0.2839743939600673,0.3608354144212822,0.0652491082392842,0.15911174785100285,0.26063037249283666,0.30911174785100287,0.39813037249283667,637.5536264326647,681.2756267908309,0.2622117478510029,0.4025,0.10399312320916905,0.3682
54,0.14053366762177652,0.213550098495702,0.337378223495702,0.5912472711147497,0.1041046568840265,0.010596821679679775,0.20928366762177653,0.36083094555873924,0.20928366762177653,0.37333094555873925,607.473388252149,686.8729853151863,0.2104836676217765,0.3426,0.25773638968481377,0.461
55,0.23133058739255014,0.3047949498567335,0.09073244985673352,0.11824125267363493,0.6553257755076617,0.030443956126128845,0.30945558739255014,0.33603151862464187,0.30945558739255014,0.36728151862464187,651.7337750716333,795.6953438395416,0.30165558739255016,0.4199,-0.10702034383954155,0.3551
56,0.24712750716332377,0.28783667621776504,0.340961676217765,0.5128366762177651,0.23758416905444127,0.011218958930276916,0.35962750716332376,0.3737320916905444,0.2596275071633238,0.2987320916905444,643.5285368911175,719.7145773638968,0.2846275071633238,0.4218,0.23942292263610315,0.5387
57,0.1441744269340974,0.23298777757879655,0.2541373311502251,0.2863217165322849,0.3598238526938794,0.019421270073965387,0.1597994269340974,0.242682664756447,0.1597994269340974,0.317682664756447,655.4639237106018,691.9869358882522,0.22969942693409742,0.3618,0.17246618911174785,0.3501
58,0.11622134670487105,0.18673262893982806,0.3882951289398281,0.6015304230574752,0.2116571155682903,0.10377212202932745,0.15997134670487106,0.2741332378223496,0.15997134670487106,0.2928832378223496,668.661810530086,690.9624194126075,0.18337134670487107,0.3366,0.05520945558739255,0.4818
59,0.2007682664756447,0.2322743553008596,0.2635243553008596,0.4049177979238104,0.3938572793014053,0.09386852802025712,0.1601432664756447,0.21808381088825213,0.1601432664756447,0.25558381088825216,652.6096973495703,661.2285279369627,0.2289432664756447,0.3945,0.08425272206303726,0.509
60,0.20406518624641834,0.2539879566618911,0.4095869149952244,0.5651648719844717,0.11010506208213938,0.1214572509349781,0.26031518624641836,0.2807843839541547,0.31031518624641835,0.3432843839541547,655.0357091690545,660.4040114613181,0.25051518624641833,0.3936,0.24159598853868197,0.5589
61,0.07298710601719198,0.12570155802292265,0.03898280802292264,0.05460780802292264,0.15349570200573065,0.037044138267390066,0.06048710601719198,0.09348495702005731,0.06048710601719198,0.1184849570200573,680.0710959885387,824.7669949856734,0.12218710601719197,0.2645,-0.0023607449856733517,0.1745
62,0.2794090257879656,0.3310089093839541,0.3948938525657723,0.5243864529886053,0.13182525990488903,0.033024358009110535,0.3606590257879656,0.3999355300859599,0.41065902578796565,0.4499355300859599,588.2908578080229,573.8737285100286,0.32745902578796565,0.438,0.2914825214899714,0.5615
63,0.04833094555873925,0.18006626074498566,0.13944126074498567,0.11860792741165227,0.03138809296402412,0.0064274406750146045,0.06083094555873926,0.23138610315186248,0.16083094555873925,0.2938861031518625,632.3856196275073,760.8367120343839,0.17643094555873925,0.26,0.12622578796561604,0.3246
64,0.2360028653295129,0.2767798621060172,0.3182419156774457,0.3341149315504616,0.2524481095813823,0.09287092843263178,0.36100286532951287,0.375336676217765,0.3110028653295129,0.35033667621776504,610.3210064469914,701.1715705587393,0.2731028653295129,0.412,0.18666905444126072,0.4405
65,0.15179978510028652,0.2152903384670487,0.1666854277527629,0.2690663801337153,0.16699023448921108,0.008118090407912244,0.16117478510028652,0.20678724928366762,0.2611747851002865,0.3567872492836676,623.7438932664757,746.6595540830945,0.21157478510028652,0.3522,0.14201232091690547,0.333
66,0.2519717048710602,0.4139570648280802,0.4005456064947469,0.4023042645034049,0.32552136539180265,0.016818574612270813,0.2113467048710602,0.5069878223495702,0.16134670487106018,0.4944878223495702,570.9761550859598,687.4881626074499,0.41014670487106014,0.4004,0.32815558739255013,0.4422
67,0.2240186246418338,0.322956205404798,0.41119149952244505,0.5098434603067589,0.36135249491515364,0.017827355266337483,0.36151862464183376,0.43827499672266224,0.4115186246418338,0.47095473528475373,666.9052919054442,746.6417711318052,0.3248186246418338,0.4078,0.25079885386819484,0.3819
68,0.17731554441260744,0.29996239255014323,0.40621239255014324,0.42242701519165266,0.5049957492364369,0.12043729928270605,0.21169054441260746,0.33238896848137534,0.21169054441260746,0.32613896848137536,615.8594287249284,722.8953796561605,0.29609054441260746,0.3913,0.12894212034383953,0.5578
69,0.04936246418338108,0.17167599391117477,0.4116499522445081,0.3126916189111748,0.5262213612055264,0.025304648104440827,0.1118624641833811,0.20133954154727793,0.1118624641833811,0.24508954154727794,605.6385655444126,650.8083631805158,0.1677624641833811,0.2702,0.19238538681948425,0.2969
70,0.3464093839541547,0.4094052202722063,0.2319549361812972,0.3081019200385614,0.4040114613180516,0.044702052321382794,0.26203438395415474,0.3515401146131805,0.3120343839541547,0.3765401146131805,575.8302023638968,564.605721704871,0.40543438395415476,0.4566,0.01992865329512894,0.4602
71,0.24658130372492837,0.3307281966332378,0.3287750716332378,0.35960840496657115,0.27874687949629223,0.05792776108276836,0.21220630372492838,0.3267406876790831,0.21220630372492838,0.3892406876790831,612.5780891833812,597.3687052292263,0.32670630372492837,0.4157,0.03097191977077364,0.68
72,0.106128223495702,0.23444260968258093,0.339420964660936,0.42275429799426933,0.061818382190875036,0.04135409926980303,0.112378223495702,0.2806750269787519,0.212378223495702,0.4105451568488818,637.7634760028653,631.0410637535817,0.222178223495702,0.3531,0.2904151862464184,0.4731
73,0.19692514326647564,0.28899914935530086,0.10006685768863416,0.09936064299936866,0.3745537514591955,0.010025437108940905,0.16255014326647563,0.22714183381088826,0.26255014326647563,0.37089183381088825,599.6957378223495,595.3415472779369,0.2848501432664756,0.3833,-0.13664154727793698,0.4828
74,0.21897206303724928,0.4404002507163324,0.28400820526178683,0.34556123556481716,0.5514561840471218,0.05748184972229487,0.2127220630372493,0.4273424068767908,0.26272206303724926,0.47734240687679086,542.3936246418339,566.9045308022922,0.43612206303724926,0.4246,0.13650171919770776,0.3843
75,0.3035189828080229,0.38320760207736393,0.3694647043500912,0.4271382136365037,0.24513569060441948,0.05392862118889964,0.3128939828080229,0.4587929799426934,0.3628939828080229,0.5087929799426935,606.9977614613181,621.2550143266476,0.3788939828080229,0.4377,0.2683449856733524,0.5024
76,0.21619090257879656,0.28656182843839545,0.24658787010506203,0.2722288957460877,0.4945513792909714,0.031545678006777815,0.2630659025787966,0.290243553008596,0.21306590257879657,0.352743553008596,618.7237732808023,687.6273728510029,0.2821659025787966,0.4112,0.039488252148997136,0.531
77,0.1038628223495702,0.17741605479942693,0.25202542979942694,0.33015042979942694,0.2254652390288041,0.05271605508827058,0.11323782234957021,0.23419412607449858,0.11323782234957021,0.27169412607449855,657.9841601002865,725.1466063753581,0.1730378223495702,0.3207,0.14293151862464182,0.364
78,0.08528474212034383,0.17764528116045844,0.15180822758902984,0.20537965616045845,0.3969430323196845,0.027773375117459954,0.06340974212034384,0.15314469914040116,0.11340974212034384,0.2656446991404011,614.3351719197708,703.5689648997135,0.17320974212034385,0.2988,0.06877478510028653,0.2594
79,0.3354566618911175,0.40521825752148993,0.20560888252148998,0.23412829999721807,0.37809043902117706,0.013204239765238924,0.36358166189111746,0.40334527220630373,0.36358166189111746,0.40334527220630373,612.001808739255,638.8288234240688,0.4006816618911175,0.4428,0.11571805157593124,0.3993
80,0.2481285816618911,0.3511506088825215,0.25583810888252145,0.3191714422158548,0.08581702021782928,0.015104257428288193,0.3137535816618911,0.4910458452722063,0.3637535816618911,0.5347958452722064,603.7778205587392,635.419931948424,0.3465535816618911,0.4171,0.13216131805157594,0.5156
81,0.10142550143266475,0.175989210243553,0.2164840019102196,0.35785304952926733,0.004641833810888252,0.011924721100730663,0.11392550143266476,0.19124641833810888,0.16392550143266474,0.26624641833810886,692.3413323782235,747.6360404727794,0.17132550143266476,0.3126,0.19980458452722064,0.407
82,0.2484724212034384,0.28989031160458456,0.18285906160458454,0.19879656160458453,0.6046991404011461,0.002567542760453633,0.31409742120343837,0.34144699140401147,0.36409742120343835,0.44144699140401145,602.7860941977078,702.3615239971347,0.2851974212034384,0.4248,-0.11915214899713467,0.5104
83,0.17051934097421204,0.255744537965616,0.43308828796561605,0.44402578796561604,0.331528100534711,0.0809188414775807,0.21426934097421205,0.32914756446991406,0.264269340974212,0.37914756446991404,654.290231017192,692.6557575214899,0.25096934097421203,0.3788,0.23339111747851005,0.5095
84,0.18006626074498566,0.26027063932664757,0.30496930004093326,0.29283991998702485,0.3540201027880111,0.05207784221099567,0.16444126074498566,0.2918481375358166,0.21444126074498568,0.3480981375358166,582.3599928366762,647.1718660458453,0.2554412607449857,0.3797,-0.06106561604584527,0.6666
85,0.2177381805157593,0.3034686156876791,0.5444842406876791,0.5675611637646022,0.004871060171919771,0.0012177650429799427,0.2646131805157593,0.4232987106017192,0.2646131805157593,0.3607987106017192,645.1266296561604,738.6660995702006,0.2986131805157593,0.4005,0.4371776504297994,0.6666
86,0.23978510028653297,0.29354159204871055,0.49471346704871055,0.5179773559375995,0.11461497644878735,0.11313010868771152,0.414785100286533,0.4672492836676218,0.46478510028653297,0.5547492836676218,640.8401414756447,639.4728330945559,0.28858510028653295,0.4154,0.39162091690544415,0.5274
87,0.2243320200573066,0.32150519340974215,0.18869269340974212,0.2410247829619809,0.25387456224132443,0.04479352839353238,0.36495702005730657,0.4299498567335243,0.2649570200573066,0.3986998567335243,580.9286532951289,671.0483166189113,0.31655702005730657,0.4155,0.09256418338108884,0.3202
88,0.1901289398280802,0.2529844197707736,0.3076719197707736,0.46325227691363075,0.3296043834514653,0.03530007932757955,0.2651289398280802,0.33015042979942694,0.2651289398280802,0.35515042979942696,561.9546651146131,587.3019251432664,0.24792893982808023,0.3809,0.18780744985673353,0.3694
89,0.30280085959885383,0.37001052113180516,0.37040114613180514,0.48167832004484856,0.69189273936314,0.05838321258098992,0.36530085959885383,0.4303510028653295,0.4153008595988539,0.48035100286532956,557.4463019340974,638.8305336676217,0.3649008595988539,0.4451,0.13265071633237824,0.5311
90,0.19984777936962753,0.3093022474928367,0.30188037249283667,0.3977490165606333,0.20090227397427288,0.04271632578367909,0.2654727793696275,0.3430515759312321,0.21547277936962753,0.34930157593123207,545.7723137535817,636.8685171919772,0.3041727793696275,0.3936,0.09999398280802292,0.5837
91,0.16876969914040116,0.2677345988538682,0.4036720988538682,0.41371674171101097,0.21218211282822105,0.047695477505686264,0.11564469914040115,0.27450214899713465,0.16564469914040114,0.41200214899713467,593.1389505730659,570.7377507163324,0.2625446991404011,0.3623,0.22293724928366762,0.4618
92,0.19081661891117477,0.2945263252148997,0.4273388252148997,0.4998834680720425,0.24784646372946745,0.02939291788609163,0.2658166189111748,0.4372027220630373,0.2658166189111748,0.41220272206303726,537.9680873925502,637.6757342406877,0.2892166189111748,0.3899,0.3072805157593123,0.4468
93,0.03473853868194843,0.09905242657593123,0.35465138490926457,0.35465138490926457,0.47435606156654914,0.0394489701517468,0.015988538681948425,0.06240329512893983,0.015988538681948425,0.15615329512893983,575.9597242120344,651.973092765043,0.09368853868194843,0.1908,0.17202378223495704,0.3464
94,0.19428545845272208,0.31568790293696275,0.5465472779369628,0.4941349972352084,0.669287234422,0.009220720619091573,0.21616045845272208,0.4376038681948424,0.21616045845272208,0.45010386819484244,579.8076110315186,636.3673262893983,0.31026045845272204,0.4157,0.16346704871060172,0.4834
95,0.2663323782234957,0.36865150429799426,0.3412209487424387,0.39912025429799425,0.04648890219390147,0.011943042100635142,0.2163323782234957,0.306554441260745,0.4163323782234957,0.519054441260745,558.8211228510029,721.9521848137535,0.3632323782234957,0.4268,0.29891031518624644,0.4434
96,0.12900429799426935,0.23606823065902577,0.3345057306590258,0.3362418417701369,0.20803307823437664,0.03135394488995781,0.11650429799426934,0.24425501432664756,0.11650429799426934,0.2630050143266476,625.094009670487,626.680793338109,0.23060429799426935,0.3433,0.2512535816618911,0.4298
97,0.11042621776504298,0.24137558202005732,0.12640162368672392,0.1764016236867239,0.28106894333664695,0.028529559552793182,0.11667621776504299,0.3569555873925502,0.166676217765043,0.26945558739255016,615.8700214899714,817.0344018624642,0.23577621776504298,0.3387,0.05779684813753582,0.2347
98,0.2918481375358166,0.3724641833810888,0.44607529449219996,0.4507312288356342,0.4000884076543174,0.09578152150147864,0.4168481375358166,0.4509061604584527,0.3168481375358166,0.4009061604584527,567.4929083094556,661.0161353868194,0.3668481375358166,0.4405,0.21524011461318052,0.5164
99,0.13577005730659025,0.21136528474212032,0.3421378541865648,0.46677235711054144,0.2762864602579402,0.07173722608925862,0.16702005730659025,0.2136067335243553,0.21702005730659027,0.2948567335243553,567.6376701289398,724.1853689111748,0.20572005730659026,0.3298,0.15448338108882523,0.5208
100,0.2421919770773639,0.3037820111031519,0.5541726361031518,0.6331656916587074,0.12367937697450587,0.023171795191229593,0.3171919770773639,0.4450573065902579,0.3171919770773639,0.4450573065902579,517.219931948424,690.9139774355301,0.2980919770773639,0.4154,0.39752664756446987,0.6394
