step,execution_bon_16x16_acc,execution_bon_16x16_accumulate_acc,execution_bon_4x4_acc,execution_bon_4x4_accumulate_acc,execution_case_acc,execution_case_accumulate_acc,execution_code_acc,execution_code_accumulate_acc,execution_p_00,execution_p_01_as_logged,recorded_at,reward_case_reward_mean,reward_case_reward_num_groups,reward_case_reward_num_samples,reward_case_reward_std,reward_code_reward_mean,reward_code_reward_num_groups,reward_code_reward_num_samples,reward_code_reward_std,reward_gt_correlation_mean_spearman,reward_gt_correlation_n,reward_problems_skipped,reward_problems_total,reward_problems_used,reward_reward_mode,reward_rollout_debug_meta_enabled,reward_rollout_debug_meta_max_problems_per_step,reward_rollout_debug_meta_slots_remaining_after_step,reward_rollout_debug_meta_truncate_chars,sampling_mean_case_response_tokens,sampling_mean_code_response_tokens
196,0.21,0.2957393483709273,0.21,0.2957393483709273,0.0,0.0,0.245625,0.31759085213032584,0.0,1.0,2026-04-04T10:16:58,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,656.288125,643.675
197,0.21,0.30875,0.21,0.30875,0.0,0.0,0.216875,0.3153125,0.0,1.0,2026-04-04T10:24:35,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,648.46125,655.540625
198,0.19,0.26875,0.19,0.26875,0.0,0.0,0.234375,0.316640625,0.0,1.0,2026-04-04T10:31:58,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,626.74125,617.0725
199,0.19,0.275,0.18,0.265,0.001524390243902439,0.00316722972972973,0.185,0.277578125,0.0,0.0,2026-04-04T10:39:30,0.0625,1,16,0.2421,0.9375,1,16,0.2421,1.0,1.0,99,100,1,self_bootstrap,0,,0,,639.520625,642.074375
200,0.26,0.35786802030456855,0.26,0.35786802030456855,0.0,0.0,0.226875,0.33930837563451777,0.0,1.0,2026-04-04T11:10:58,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,618.32625,626.4475
201,0.19,0.3027638190954774,0.19,0.3027638190954774,0.0,0.0,0.194375,0.29993718592964824,0.0,1.0,2026-04-04T11:18:21,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,625.325625,636.38875
202,0.29,0.35768261964735515,0.29,0.35768261964735515,0.0,0.0,0.2725,0.3513853904282116,0.0,1.0,2026-04-04T11:25:42,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,618.5575,640.450625
203,0.2,0.3075,0.2,0.3075,0.0,0.0,0.22125,0.311875,0.0,1.0,2026-04-04T11:33:00,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,616.25,603.88625
204,0.16,0.275,0.16,0.275,0.0,0.0,0.195625,0.2984375,0.0,1.0,2026-04-04T11:40:02,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,625.88125,638.005
205,0.2,0.30125,0.2,0.30125,0.0,0.0,0.19875,0.288515625,0.0,1.0,2026-04-04T11:47:40,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,650.715625,631.905
206,0.18,0.30125,0.18,0.30125,0.0,0.0,0.183125,0.301875,0.0,1.0,2026-04-04T11:55:08,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,648.7875,642.376875
207,0.22,0.2844611528822055,0.22,0.2844611528822055,0.0,0.0,0.201875,0.2819548872180451,0.0,1.0,2026-04-04T12:02:33,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,620.330625,631.85375
208,0.19,0.2655654383735705,0.19,0.2655654383735705,0.0,0.0,0.2025,0.28049555273189325,0.0,1.0,2026-04-04T12:10:40,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,658.189375,651.5625
209,0.23,0.3082706766917293,0.23,0.3082706766917293,0.0,0.0,0.225,0.31226503759398494,0.0,1.0,2026-04-04T12:17:59,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,605.29,637.859375
210,0.23,0.31,0.23,0.31,0.0,0.0,0.2225,0.29765625,0.0,1.0,2026-04-04T12:25:26,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,650.280625,663.753125
211,0.19,0.26375,0.19,0.26375,0.0,0.0,0.18125,0.268125,0.0,1.0,2026-04-04T12:32:53,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,654.81625,636.22375
212,0.17,0.2325,0.17,0.2325,0.0,0.0,0.181875,0.2646875,0.0,1.0,2026-04-04T12:40:26,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,649.335625,651.7275
213,0.21,0.31125,0.21,0.31125,0.0,0.0,0.18375,0.276328125,0.0,1.0,2026-04-04T12:47:50,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,645.434375,643.78875
214,0.3,0.37875,0.3,0.37875,0.0,0.0,0.24375,0.319140625,0.0,1.0,2026-04-04T12:55:01,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,612.021875,618.7675
215,0.22,0.30625,0.21,0.29625,0.003472222222222222,0.0008445945945945946,0.185,0.26359375,0.0,0.0,2026-04-04T13:03:02,-0.125,1,16,0.3307,0.875,1,16,0.3307,-1.0,1.0,99,100,1,self_bootstrap,0,,0,,683.74625,649.55625
216,0.26,0.36125,0.26,0.36125,0.0,0.0,0.25875,0.366171875,0.0,1.0,2026-04-04T13:11:11,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,620.014375,628.88875
217,0.25,0.3275,0.25,0.3275,0.0,0.0,0.255,0.327734375,0.0,1.0,2026-04-04T13:18:48,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,633.23375,636.928125
218,0.26,0.315,0.26,0.315,0.0,0.0,0.25125,0.315234375,0.0,1.0,2026-04-04T13:26:08,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,627.393125,610.8475
219,0.3,0.375,0.3,0.375,0.0,0.0,0.276875,0.37203125,0.0,1.0,2026-04-04T13:33:30,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,623.099375,641.15375
220,0.23,0.3125,0.23,0.3125,0.0,0.0,0.20625,0.29453125,0.0,1.0,2026-04-04T13:40:54,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,624.699375,629.011875
221,0.26,0.34625,0.26,0.34625,0.0,0.0,0.23875,0.319921875,0.0,1.0,2026-04-04T13:48:14,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,602.1675,615.649375
222,0.26,0.3375,0.26,0.3375,0.0,0.0,0.25625,0.33984375,0.0,1.0,2026-04-04T13:56:23,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,620.65,639.500625
223,0.21,0.30164765525982257,0.21,0.30164765525982257,0.0,0.0,0.241875,0.3399873257287706,0.0,1.0,2026-04-04T14:03:31,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,613.794375,618.721875
224,0.18,0.31453634085213034,0.17,0.30451127819548873,0.0015625,0.00018825301204819278,0.2075,0.31226503759398494,0.0,0.0,2026-04-04T14:11:04,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,-1.0,1.0,99,100,1,self_bootstrap,0,,0,,640.354375,626.191875
225,0.29,0.36875,0.29,0.36875,0.0,0.0,0.2475,0.33953125,0.0,1.0,2026-04-04T14:42:41,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,606.620625,646.3475
226,0.18,0.28,0.18,0.28,0.0,0.0,0.255625,0.34171875,0.0,1.0,2026-04-04T14:49:57,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,663.628125,624.220625
227,0.19,0.26375,0.19,0.26375,0.001736111111111111,0.0010850694444444445,0.18,0.274296875,0.0,0.2727272727272727,2026-04-04T14:57:23,-0.0623,2,32,0.2414,0.6875,2,32,0.4635,-0.4243,2.0,98,100,2,self_bootstrap,0,,0,,659.5475,638.33625
228,0.21,0.2938209331651955,0.21,0.2938209331651955,0.0,0.0,0.245,0.3073770491803279,0.0,1.0,2026-04-04T15:05:32,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,654.936875,638.4425
229,0.26,0.3525,0.26,0.3525,0.0,0.0,0.215,0.298359375,0.0,1.0,2026-04-04T15:12:46,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,626.423125,626.9825
230,0.25,0.3099121706398996,0.25,0.3099121706398996,0.0,0.0,0.214375,0.2741530740276035,0.0,1.0,2026-04-04T15:20:15,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,636.211875,657.115
231,0.21,0.3022670025188917,0.21,0.3022670025188917,0.0,0.0,0.219375,0.3106108312342569,0.0,1.0,2026-04-04T15:27:59,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,716.896875,646.55125
232,0.2,0.30720606826801516,0.2,0.30720606826801516,0.0,0.0,0.20375,0.31542351453855877,0.0,1.0,2026-04-04T15:35:24,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,605.15125,641.201875
233,0.24,0.31375,0.24,0.31375,0.0,0.0,0.244375,0.313359375,0.0,1.0,2026-04-04T15:42:57,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,593.55375,651.515625
234,0.31,0.37625,0.31,0.37625,0.0,0.0,0.309375,0.37421875,0.0,1.0,2026-04-04T15:50:38,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,645.7925,613.920625
235,0.2,0.285,0.2,0.285,0.0,0.0,0.229375,0.2990625,0.0,1.0,2026-04-04T15:57:55,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,637.63125,659.34625
236,0.24,0.2975,0.24,0.2975,0.0,0.0,0.241875,0.30828125,0.0,1.0,2026-04-04T16:05:11,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,658.44,629.27125
237,0.19,0.24875,0.19,0.24875,0.0,0.0,0.17875,0.251640625,0.0,1.0,2026-04-04T16:13:13,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,701.111875,650.330625
238,0.17,0.24185463659147868,0.17,0.24185463659147868,0.0,0.0,0.22875,0.3018483709273183,0.0,1.0,2026-04-04T16:20:49,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,641.834375,653.505
239,0.14,0.24875,0.14,0.24875,0.0,0.0,0.153125,0.23296875,0.0,1.0,2026-04-04T16:28:18,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,667.43375,644.48875
240,0.15,0.23625,0.15,0.23625,0.0,0.0,0.20125,0.290546875,0.0,1.0,2026-04-04T16:35:54,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,663.335,627.39
241,0.2,0.2875,0.2,0.2875,0.0,0.0,0.2225,0.329453125,0.0,1.0,2026-04-04T16:43:22,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,682.658125,643.998125
242,0.29,0.37,0.29,0.37,0.0,0.0,0.25875,0.35015625,0.0,1.0,2026-04-04T16:50:24,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,606.268125,623.420625
243,0.25,0.35875,0.25,0.35875,0.0,0.0,0.2625,0.358359375,0.0,1.0,2026-04-04T16:57:56,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,616.735625,627.83625
244,0.26,0.34,0.26,0.34,0.0,0.0,0.241875,0.33375,0.0,1.0,2026-04-04T17:05:27,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,651.788125,651.235
245,0.22,0.3275,0.22,0.3275,0.0,0.0,0.246875,0.34234375,0.0,1.0,2026-04-04T17:13:14,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,666.14125,648.741875
246,0.26,0.34,0.26,0.34,0.0,0.0,0.261875,0.346015625,0.0,1.0,2026-04-04T17:20:41,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,609.09375,632.295625
247,0.23,0.35,0.23,0.35,0.0,0.0,0.2375,0.328359375,0.0,1.0,2026-04-04T17:28:00,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,615.87625,658.269375
248,0.17,0.255,0.17,0.255,0.0,0.0,0.20875,0.28765625,0.0,1.0,2026-04-04T17:35:23,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,663.736875,649.145625
249,0.33,0.40375,0.33,0.40375,0.0,0.0,0.293125,0.364921875,0.0,1.0,2026-04-04T17:42:48,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,672.484375,619.105625
250,0.22,0.3175,0.22,0.3175,0.0,0.0,0.223125,0.30625,0.0,1.0,2026-04-04T18:13:13,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,572.91375,625.546875
251,0.31,0.38,0.31,0.38,0.0,0.0,0.275,0.357734375,0.0,1.0,2026-04-04T18:20:28,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,601.211875,618.548125
252,0.26,0.33,0.26,0.33,0.0,0.0,0.255,0.324765625,0.0,1.0,2026-04-04T18:27:52,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,619.05875,638.89125
253,0.2,0.2607052896725441,0.2,0.2607052896725441,0.0,0.0,0.2275,0.28148614609571787,0.0,1.0,2026-04-04T18:35:26,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,637.80125,653.3725
254,0.27,0.37875,0.27,0.37875,0.0,0.0,0.245,0.343984375,0.0,1.0,2026-04-04T18:43:00,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,701.685625,623.48
255,0.26,0.3475,0.26,0.3475,0.0,0.0,0.264375,0.360234375,0.0,1.0,2026-04-04T18:50:49,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,613.975,641.769375
256,0.24,0.34125,0.23,0.33125,0.0,0.00017458100558659218,0.22375,0.31671875,0.0,1.0,2026-04-04T18:58:40,-0.0532,1,16,0.2059,0.9375,1,16,0.2421,-0.1232,1.0,99,100,1,self_bootstrap,0,,0,,669.67875,656.671875
257,0.26,0.35813366960907944,0.26,0.35813366960907944,0.0,0.0,0.259375,0.3610498108448928,0.0,1.0,2026-04-04T19:06:25,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,614.755,645.27375
258,0.16,0.271356783919598,0.16,0.271356783919598,0.0,0.0,0.170625,0.26703831658291455,0.0,1.0,2026-04-04T19:14:00,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,626.893125,655.49375
259,0.17,0.26375,0.17,0.26375,0.0,0.0,0.18875,0.279921875,0.0,1.0,2026-04-04T19:21:37,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,701.199375,653.8625
260,0.24,0.2742138364779874,0.24,0.2742138364779874,0.0,0.0,0.22,0.29111635220125787,0.0,1.0,2026-04-04T19:28:42,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,598.24875,636.095
261,0.21,0.29875,0.21,0.29875,0.0,0.0,0.236875,0.30921875,0.0,1.0,2026-04-04T19:36:01,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,652.320625,640.854375
262,0.22,0.28375,0.22,0.28375,0.0,0.0,0.194375,0.270625,0.0,1.0,2026-04-04T19:43:39,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,688.585625,661.010625
263,0.24,0.34125,0.24,0.34125,0.0,0.0,0.239375,0.33890625,0.0,1.0,2026-04-04T19:50:58,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,667.94,647.925
264,0.24,0.295,0.24,0.295,0.0,0.0,0.206875,0.279609375,0.0,1.0,2026-04-04T19:58:17,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,647.61375,647.584375
265,0.21,0.2943396226415094,0.21,0.2943396226415094,0.0,0.0,0.2475,0.3307389937106918,0.0,1.0,2026-04-04T20:05:42,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,616.9475,619.72875
266,0.28,0.3583959899749373,0.28,0.3583959899749373,0.0,0.0,0.26375,0.3388941102756892,0.0,1.0,2026-04-04T20:13:02,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,630.7025,645.4325
267,0.22,0.30625,0.22,0.30625,0.0,0.0,0.22375,0.306015625,0.0,1.0,2026-04-04T20:20:39,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,693.62125,663.003125
268,0.22,0.27,0.22,0.27,0.0,0.0,0.228125,0.30609375,0.0,1.0,2026-04-04T20:28:11,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,627.2325,662.694375
269,0.23,0.2875,0.23,0.2875,0.0,0.0,0.228125,0.290390625,0.0,1.0,2026-04-04T20:34:54,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,652.0625,652.83375
270,0.24,0.305,0.24,0.305,0.0,0.0,0.20375,0.278671875,0.0,1.0,2026-04-04T20:42:38,0.0625,1,16,0.2421,0.875,1,16,0.3307,,,99,100,1,self_bootstrap,0,,0,,648.7225,659.29
271,0.16,0.2594458438287154,0.16,0.2594458438287154,0.0,0.0,0.171875,0.28967254408060455,0.0,1.0,2026-04-04T20:50:37,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,678.645,671.875
272,0.2,0.27329974811083124,0.2,0.27329974811083124,0.0,0.0,0.190625,0.27141057934508817,0.0,1.0,2026-04-04T20:58:27,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,709.585,654.954375
273,0.21,0.31875,0.21,0.31875,0.0,0.0,0.251875,0.344296875,0.0,1.0,2026-04-04T21:05:58,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,697.33625,647.004375
274,0.24,0.30625,0.24,0.30625,0.0,0.0,0.235,0.291484375,0.0,1.0,2026-04-04T21:13:12,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,644.376875,638.46625
275,0.24,0.3575,0.24,0.3575,0.0,0.0,0.295625,0.3871875,0.0,1.0,2026-04-04T21:43:36,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,629.025625,637.65625
276,0.21,0.2907268170426065,0.21,0.2907268170426065,0.0,0.0,0.196875,0.28140664160401,0.0,1.0,2026-04-04T21:51:06,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,638.538125,664.590625
277,0.15,0.19625,0.15,0.19625,0.0,0.0,0.185625,0.267421875,0.0,1.0,2026-04-04T21:59:03,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,646.64,672.195625
278,0.19,0.2871536523929471,0.19,0.2871536523929471,0.0,0.0,0.21625,0.3169867758186398,0.0,1.0,2026-04-04T22:06:28,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,628.513125,645.754375
279,0.25,0.335,0.25,0.335,0.0,0.0,0.224375,0.32875,0.0,1.0,2026-04-04T22:13:47,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,620.724375,637.85125
280,0.26,0.34125,0.26,0.34125,0.0,0.0,0.228125,0.3121875,0.0,1.0,2026-04-04T22:21:13,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,641.056875,644.605
281,0.23,0.32875,0.23,0.32875,0.0,0.0,0.220625,0.306015625,0.0,1.0,2026-04-04T22:28:33,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,684.129375,641.728125
282,0.17,0.29345088161209065,0.17,0.29345088161209065,0.0,0.0,0.18125,0.27581863979848864,0.0,1.0,2026-04-04T22:36:25,0.0625,1,16,0.2421,0.875,1,16,0.3307,,,99,100,1,self_bootstrap,0,,0,,653.3375,677.58625
283,0.24,0.31625,0.24,0.31625,0.0,0.0,0.25,0.343203125,0.0,1.0,2026-04-04T22:44:04,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,595.3325,630.986875
284,0.13,0.22125,0.13,0.22125,0.0,0.0,0.163125,0.266484375,0.0,1.0,2026-04-04T22:51:55,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,688.1225,654.95625
285,0.2,0.27625,0.2,0.27625,0.0,0.0,0.20375,0.292578125,0.0,1.0,2026-04-04T22:59:46,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,641.06125,662.10375
286,0.21,0.28875,0.21,0.28875,0.0,0.0,0.18375,0.282734375,0.0,1.0,2026-04-04T23:07:25,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,681.055,654.775
287,0.26,0.33625,0.26,0.33625,0.0,0.0,0.238125,0.329765625,0.0,1.0,2026-04-04T23:14:42,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,652.735,644.0225
288,0.18,0.27125,0.18,0.27125,0.0,0.0,0.221875,0.300078125,0.0,1.0,2026-04-04T23:22:03,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,619.704375,644.27125
289,0.26,0.32625,0.26,0.32625,0.0,0.0,0.239375,0.31609375,0.0,1.0,2026-04-04T23:29:13,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,690.866875,639.13875
290,0.25,0.35516372795969775,0.25,0.35516372795969775,0.0,0.0,0.265625,0.3672071788413098,0.0,1.0,2026-04-04T23:37:11,-0.125,1,16,0.3307,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,618.15625,632.94375
291,0.25,0.3316519546027743,0.25,0.3316519546027743,0.0,0.0,0.25375,0.3432377049180328,0.0,1.0,2026-04-04T23:45:20,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,692.691875,620.64875
292,0.19,0.255,0.19,0.255,0.0,0.0,0.20375,0.3046875,0.0,1.0,2026-04-04T23:52:34,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,697.625,661.168125
293,0.22,0.295,0.22,0.295,0.0,0.0,0.189375,0.260078125,0.0,1.0,2026-04-05T00:00:11,-0.125,1,16,0.3307,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,681.244375,651.121875
294,0.26,0.3425692695214106,0.26,0.3425692695214106,0.0,0.0,0.294375,0.3756297229219144,0.0,1.0,2026-04-05T00:07:59,0.1875,1,16,0.3903,0.9375,1,16,0.2421,0.0667,1.0,99,100,1,self_bootstrap,0,,0,,636.544375,628.12
295,0.22,0.37218045112781956,0.22,0.37218045112781956,0.0,0.0,0.246875,0.3506422305764411,0.0,1.0,2026-04-05T00:15:53,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,636.4825,641.409375
296,0.22,0.29591836734693877,0.22,0.29591836734693877,0.0,0.0,0.195,0.2866709183673469,0.0,1.0,2026-04-05T00:22:43,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,615.760625,618.144375
297,0.28,0.35625,0.28,0.35625,0.0,0.0,0.27625,0.351796875,0.0,1.0,2026-04-05T00:29:54,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,613.584375,639.53
298,0.27,0.35,0.27,0.35,0.0,0.0,0.21625,0.315625,0.0,1.0,2026-04-05T00:37:38,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,704.566875,661.970625
299,0.23,0.30375,0.23,0.30375,0.0,0.0,0.2025,0.28265625,0.0,1.0,2026-04-05T00:44:59,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,629.466875,658.894375
300,0.18,0.2531328320802005,0.18,0.2531328320802005,0.0,0.0,0.16375,0.24013157894736842,0.0,1.0,2026-04-05T01:15:59,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,673.98625,650.026875
301,0.19,0.3,0.19,0.3,0.0,0.0,0.1925,0.279375,0.0,1.0,2026-04-05T01:23:50,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,726.32375,663.2875
302,0.25,0.3249370277078086,0.25,0.3249370277078086,0.0,0.0,0.2475,0.3278494962216625,0.0,1.0,2026-04-05T01:31:04,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,633.760625,641.15125
303,0.21,0.3047858942065491,0.21,0.3047858942065491,0.0,0.0,0.195625,0.28912153652392947,0.0,1.0,2026-04-05T01:38:33,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,666.051875,647.74375
304,0.16,0.2691823899371069,0.16,0.2691823899371069,0.0,0.0,0.16375,0.2796383647798742,0.0,1.0,2026-04-05T01:46:05,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,689.970625,660.690625
305,0.26,0.3375,0.26,0.3375,0.0,0.0,0.228125,0.335078125,0.0,1.0,2026-04-05T01:53:37,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,658.11125,644.431875
306,0.18,0.21875,0.18,0.21875,0.0,0.0,0.201875,0.267890625,0.0,1.0,2026-04-05T02:01:01,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,671.804375,655.140625
307,0.29,0.37766624843161856,0.29,0.37766624843161856,0.0013020833333333333,0.00234375,0.25,0.33398682559598497,0.0,0.0,2026-04-05T02:08:31,0.0625,1,16,0.2421,0.9375,1,16,0.2421,1.0,1.0,99,100,1,self_bootstrap,0,,0,,674.07375,638.97875
308,0.32,0.37279596977329976,0.32,0.37279596977329976,0.0,0.0,0.285,0.3657115869017632,0.0,1.0,2026-04-05T02:16:13,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,634.8425,646.619375
